homograph	wordid	sentence	start	end	orig_idx
associate	associate_adj-nou	The university has associate courses such as Associate in Computer Technology and Associate in Hotel and Restaurant Management.	82	91	1136
associate	associate_adj-nou	His tombstone reads:Associate and Member of the Institute of Civil Engineers.	20	29	1077
associate	associate_adj-nou	Stinespring, who also was the team's associate head coach, was replaced in that capacity by Shane Beamer.	37	46	1083
associate	associate_adj-nou	He was a close associate of Baba Amte, a renowned social activist.	15	24	1084
associate	associate_adj-nou	In 1985-1992 he worked as an associate lawyer with Raveh, Abramson & Co.	29	38	1078
associate	associate_adj-nou	There he worked as an associate designer in Oscar de la Renta.	22	31	1129
associate	associate_adj-nou	After holding a series of academic medicine positions, Zinsser became an associate professor at Stanford University in 1910.	73	82	1139
associate	associate_adj-nou	Blade currently serves as an Associate Editor for the Agronomy Journal.	29	38	1079
associate	associate_adj-nou	He was Associate Professor at the Ohio University School of Art from 1957 until 2014.	7	16	1075
associate	associate_adj-nou	Hoffman currently is an Associate Professor of Theatre at Lehman College at The City University of New York.	24	33	1142
associate	associate_adj-nou	In 1967, Styles became an associate professor of nursing at Duke University.	26	35	1098
associate	associate_adj-nou	Harryette was an associate professor and lecturer at SMU, Texas Women's University and other colleges.	17	26	1112
associate	associate_adj-nou	In 2010, he took a position as Associate Professor of Illustration at Emily Carr University of Art and Design.	31	40	1107
associate	associate_adj-nou	They became an associate member of the International Cricket Council in 1998, having previously been an affiliate member since 1987.	15	24	1121
associate	associate_adj-nou	The estate passed to Livingston's son, future Associate Justice of the United States Supreme Court Henry Brockholst Livingston.	46	55	1160
associate	associate_adj-nou	In 1961 he was promoted to associate professor.	27	36	1081
associate	associate_adj-nou	Institut Mines-Télécom also includes eleven associate schools:Télécom Nancy in Nancy (ex ESIAL).	45	53	1138
associate	associate_adj-nou	He is an associate of the Quello Center at Michigan State University.	9	18	1120
associate	associate_vrb	Two dimers then associate into a tetramer.	16	25	11561
associate	associate_vrb	Some females, such as wild Trinidadian guppies (Poecilia reticulate) associate themselves with protective males who come to their rescue.	69	78	1127
associate	associate_vrb	The GPIX cytoplasmic tail is short consisting of 8 residues and is not known to associate with intracellular proteins.	80	89	11565
associate	associate_vrb	"Finally he was revealed as a groundhog, which he had hidden because Hodge didn't associate with ""pigs""."	81	90	1145
associate	associate_vrb	They tend to only associate with other people from their own class, rarely interacting with people from an inferior class.	18	27	1164
associate	associate_vrb	Families may associate and bond with each other, forming what are known as bond groups.	13	22	11562
associate	associate_vrb	According to Boba and Bowlus, these sources clearly associate Moravia with Dalmatia and Bosnia.	52	61	1122
associate	associate_vrb	The doctrine of Tabarra itself does not dictate whom to dissociate from or whom to associate with.	83	92	1119
associate	associate_vrb	The people of Agogo have a strong sense of identity and associate the festival with their native religion.	56	65	1123
associate	associate_vrb	They associate spirits with rice, soil, water, fire, stones, paths, and so forth.	5	14	1159
