homograph	wordid	sentence	start	end	orig_idx
invite	invite_vrb	Women broadcasters invite women to take part in conversations about local issues.	19	25	6606
invite	invite_vrb	The many wineries and Strausswirtschaften invite visitors to come and enjoy the wine.	42	48	6683
invite	invite_vrb	Dion's disapproval of the young Dionysius's lavishly dissolute lifestyle compelled him to invite his teacher Plato to visit Syracuse.	90	96	6668
invite	invite_vrb	It was the first popular centre to invite teachers, gurus, monks, researchers, etc.	35	41	6624
invite	invite_vrb	In theory, the club could simply decline to invite a qualified player.	44	50	6601
invite	invite_vrb	Its purpose is to invite young English-speaking authors to live, write and teach in Leipzig.	18	24	6632
invite	invite_vrb	"To pique my interest, I suggested his friend invite a girlfriend to join her."""	45	51	12180
invite	invite_vrb	La nave, the Terrario and Avant Garden, different exhibit and activity formats, invite visitors to inhabit a space in transformation.	80	86	6636
invite	invite_vrb	They then invite him to their wedding reception that evening, which invitation he accepts.	10	16	6647
invite	invite_vrb	Saddened, but grateful for knowing their friend's fate, the young people invite the companions back to their ville, Quindley.	73	79	6617
invite	invite_vrb	She is an unashamed witness, and will gladly invite people to attend the church meetings, much to Zak's chagrin.	45	51	6629
invite	invite_vrb	In Facebook a player can invite friends to game, and they unlock as partners when they reach level 5.	25	31	6631
invite	invite_vrb	He would invite any-passengers by especially Brahmins for grand feast at his home.	9	15	12181
invite	invite_vrb	To prove them wrong, Phil says he will ask Alex to invite her boyfriend to the house.	51	57	6664
invite	invite_vrb	The would-be guests then invite Mme Sénéchal to join them for dinner at a nearby inn.	25	31	6653
invite	invite_vrb	Bushnell would invite Kelly and Wood over for dinner, with his guests bringing the food.	15	21	6655
invite	invite_vrb	Since then, people have attached an image of Cheo-yong to their gates to dispel evil spirits and invite auspicious energies.	97	103	6607
invite	invite_vrb	The expectant mother would invite close female friends and family members to her home to keep her company.	27	33	6635
invite	invite_vrb	The New Kadampa Tradition cannot buy qualified Teachers, nor can we invite them from outside.	68	74	6622
invite	invite_vrb	Each blooming season, the master would invite guests to come admire them together.	39	45	6651
invite	invite_vrb	The sailors invite the ladies for a soda, but soon realize that they only have enough money for three people.	12	18	12174
invite	invite_vrb	The event was not sanctioned by the International Amateur Athletics Federation due to the organizers' refusal to invite Israel.	113	119	6630
invite	invite_vrb	Key carrying women members are allowed to invite guests of any gender.	42	48	6609
invite	invite_vrb	Glanville attempts to invite Vanderpump to her housewarming, but Vanderpump makes it clear they have a long way to go.	22	28	6677
invite	invite_vrb	Tangie kicks her suitor out after he asks her to invite Nyla for a threesome.	49	55	6645
invite	invite_vrb	And the one thing I can promise you, is to invite you to witness the foot without a cast!	43	49	6597
invite	invite_vrb	Unstaffed HEETs (with emergency exits), a generally unsupervised environment, might invite rampant evasions.	84	90	6599
invite	invite_vrb	In another attempt to help Doris, the gang persuades some cheerleaders to invite them all to an outdoor party.	74	80	12178
invite	invite_vrb	After they apply to programs, programs review applications and invite selected candidates for interviews held between October and February.	63	69	6618
invite	invite_vrb	Invite public officials, local civic leaders, American Legion dignitaries, and members of the sponsoring Post o attend.	0	6	6602
invite	invite_vrb	According to Compaoré, Gnassingbé said that he would invite the opposition to participate in the government.	55	61	6682
invite	invite_vrb	It is the only competition to invite entries in all official languages.	30	36	6613
