homograph	wordid	sentence	start	end	orig_idx
progress	progress_nou	The Committee of Union and Progress took the reins of the Ottoman government through a coup d'état in 1913.	27	35	12410
progress	progress_nou	We're not making the progress I want on meth labs.	21	29	8705
progress	progress_nou	In addition, Sarkar introduces many new concepts intended to facilitate both individual and collective progress.	103	111	8657
progress	progress_nou	Learning as transformation: Critical Perspectives on a theory in Progress, Jossey-Bass Inc2009.	65	73	8694
progress	progress_nou	History of Medicine in New York: Three Centuries of Medical Progress.	60	68	8701
progress	progress_nou	Much progress was made, the General Manager resigned, and Boxer was hired to manage the property.	5	13	8671
progress	progress_nou	Egypt, pre 2011 revolution, had been making progress in education, access to vaccines and sanitized water for children.	44	52	8708
progress	progress_nou	"Since its establishment around 2009 according to some sources, the Chinatown has been a ""work in progress""."	97	105	8667
progress	progress_nou	What I work on changes irregularly and unpredictably with the progress of theory and knowledge.	62	70	12405
progress	progress_nou	He suffered a knee injury during this match, and this hampered his progress at the club.	67	75	8722
progress	progress_nou	"On Tuesday, August 29, the affected workers received an e-mail: ""The work force reduction notification is currently in progress."	119	127	8718
progress	progress_nou	Fingleton was unable to distinguish himself on the field while at school, but after joining Waverley, he made quick progress.	116	124	8662
progress	progress_nou	Progress of the development of each learning area is published and updated regularly on the official site.	0	8	8709
progress	progress_nou	The idea of evolutionary progress was subjected to some fierce criticism in the latter part of the twentieth century.	25	33	8687
progress	progress_nou	Both the President and Anthony Van Jones have applauded the commitment to progress over party.	74	82	8686
progress	progress_nou	The students are making good progress and their achievements are good.	29	37	8678
progress	progress_nou	Jenny Clover (February 1, 2013), Germany says unfreezing Rwandan aid but to watch progress on Congo Reuters.	82	90	8714
progress	progress_nou	As his Progress Reports show, he was part of the N-W.P. and Oudh Circle of the Archaeological Survey.	7	15	8739
progress	progress_nou	They have retained their distinct identity and have contributed richly to India's progress in all sectors of development.	82	90	8700
progress	progress_nou	Over the next eight years, ten constitutional conventions were called, each making some progress toward a viable constitution.	88	96	8723
progress	progress_nou	District AYP status historyIn 2011, Claysburg-Kimmel School District achieved Adequate Yearly Progress (AYP).	94	102	8732
progress	progress_nou	"Lee Denney attends Obama speech, welcomes him to Cushing and applauds pipeline progress -- but disagrees on priorities""."	79	87	8716
progress	progress_nou	He is also known for his use of adaptation as a major factor for human progress.	71	79	8736
progress	progress_nou	Frustrated by this lack of progress, Lieutenant General Friedrich Weber ordered an all out assault on the line.	27	35	8734
progress	progress_nou	Further, it is held as the prerequisite for the spiritual progress of a human being (CIF Brahmacharya, Gettha Press, Gorakhpur).	58	66	8658
progress	progress_nou	In addition, the progress of the flame is generally described by transport equations for a limited number of control variables.	17	25	8740
progress	progress_nou	The involvement of Greece in World War II came as a major setback to the city's progress.	80	88	8665
progress	progress_nou	The progress achieved by the science teams would ultimately sustain a perpetual chain of life.	4	12	8689
progress	progress_nou	Contemporary progress in philosophy was at a point where Metochites could openly attack Aristotle.	13	21	8655
progress	progress_nou	The Academic Performance Index (API) is a measurement of academic performance and progress of individual schools in California, United States.	82	90	8710
progress	progress_nou	"The pink ribbon is associated with individual generosity, faith in scientific progress, and a ""can-do"" attitude."	78	86	8684
progress	progress_nou	As night falls, the bombardment continues, forestalling progress.	56	64	12402
progress	progress_nou	Christian Tybring-Gjedde (born 8 August 1963) is a Norwegian politician for the Progress Party, and former senior civil servant.	80	88	12411
progress	progress_vrb	Two teams from the qualifier group progress and the remainder of the competition is knock-out.	35	43	8719
progress	progress_vrb	Additional attachment slots can be unlocked as players progress.	55	63	8724
progress	progress_vrb	Conversations with these characters may yield insights or items necessary to progress in the game.	77	85	12407
progress	progress_vrb	The organisation provided a safe haven for them to progress out of poverty.	51	59	12408
progress	progress_vrb	At one instance, Arkarian confesses to Isabel that he would die for her, but their relationship still fails to progress.	111	119	8664
progress	progress_vrb	This idea is particularly important since as learners progress, characters often get more complex.	54	62	8727
progress	progress_vrb	You cannot progress in the storyline without speaking to Al Sinha.	11	19	8668
progress	progress_vrb	In the third assertion, the consciousness-only view of conventional appearances is the best way to progress.	99	107	8737
progress	progress_vrb	The defeat of boss enemies allows the player to acquire new abilities to progress further in the game.	73	81	8673
progress	progress_vrb	All other boats progress to the repechage round, which offers a second chance to qualify for the semi-finals.	16	24	8698
progress	progress_vrb	An emotional affair may emerge from a friendship, and progress toward greater levels of personal intimacy and attachment.	54	62	12404
progress	progress_vrb	Instead, you alternate between suits as you progress through the story.	44	52	8715
progress	progress_vrb	The intermediate stages (larva, protonymph, and deutonymph) must shed at least once to progress into the next stage.	87	95	8685
progress	progress_vrb	This can present as a local cellulitis, though can progress to subcutaneous abscess and sepsis.	51	59	8729
