homograph	wordid	sentence	start	end	orig_idx
rerelease	rerelease	There was a rerelease of the album by Revolver USA on September 25, 2000.	12	21	9636
rerelease	rerelease	"The July 1982 German rerelease of the single ""Alabama Song"" had ""Amsterdam"" as the B-side."	21	30	9584
rerelease	rerelease	The CD rerelease added three additional tracks.	7	16	9583
rerelease	rerelease	There She Goes did not appear on the album until a rerelease in 1999.	51	60	9589
rerelease	rerelease	In 2004, another partnership with Omega Games saw the rerelease of some of their board game titles.	54	63	12506
rerelease	rerelease	The 2014 rerelease also charted in the UK, reaching No.	9	18	9605
rerelease	rerelease	The DVD rerelease of Green Green contained features not available in the original CD-ROM release.	8	17	12509
rerelease	rerelease	Eye of the Beholder Trilogy (1995, SSI) was a rerelease of all the three games for DOS on CD-ROM.	46	55	9659
rerelease	rerelease	The 2001 rerelease of Ostatni wojownik has a bonus track and a different song order.	9	18	9606
rerelease	rerelease	It shows up on the UK rerelease of Speak and Spell.	22	31	9629
rerelease	rerelease	It is a 2002 rerelease of his independent CDs from 1983 & 85 with a bonus DVD.	13	22	9601
rerelease	rerelease	Alan Wilder left the band in 1995, and declined to be involved with the rerelease.	72	81	9652
rerelease	rerelease	Due to legal complications, the band decided not to change the video portion of the original movie for the rerelease.	107	116	9593
rerelease	rerelease	Two other CD singles were released during 2012 featuring the new theme songs from the HD rerelease of Gundam SEED.	89	98	9578
rerelease	rerelease	Tracks six and seven on the rerelease on Nadja compilation albums.	28	37	9613
rerelease	rerelease	"The song was released as the B-side of the rerelease of the single ""Space Oddity"" in December 1972."	43	52	9650
rerelease	rerelease	The World Circus rerelease included twelve bonus tracks and the Think This rerelease included five bonus tracks.	17	26	9624
rerelease	rerelease	On August 21, 2015 Twiztid released a vinyl rerelease of W.I.C.K.E.D. on a double blood-red vinyl.	44	53	12511
rerelease	rerelease	December 2012 saw a vinyl rerelease of Phase V on Burning World records.	26	35	9616
rerelease	rerelease_vrb	When the music was first released on CD in 1991, Zappa chose to rerelease the four existing albums.	64	73	9618
rerelease	rerelease_vrb	Picq wishes to have the rights in order to rerelease the album, though they were not granted.	43	52	9607
rerelease	rerelease_vrb	Twiztid stated in a December 4, 2014 interview that they plan to rerelease the album as well as Abominationz.	65	74	9591
rerelease	rerelease_vrb	Penguin would rerelease Howling Mad and the Psi-Man books under David's actual name.	14	23	12512
rerelease	rerelease_vrb	We'd all love to recut that movie and rerelease it.	38	47	9620
rerelease	rerelease_vrb	"In 2010 Homespun Records signed Jimmy and the Soulblazers to rerelease their 1973 album ""Clockwork""."	61	70	9588
rerelease	rerelease_vrb	This is part of a greater effort on behalf of Milestone to rerelease all of Clarke's old films.	59	68	9614
rerelease	rerelease_vrb	"Instead, ""studios would have to rerelease their most underrated entertainments from the previous year for a second chance."""	32	41	9612
rerelease	rerelease_vrb	"In 2007, plans were made for a sublabel of tUMULt named Heavy Rescue, aiming to rerelease ""lost eighties metal classics."""	80	89	9599
rerelease	rerelease_vrb	The album's relative success drew attention from larger indie labels looking to rerelease the album.	80	89	9598
rerelease	rerelease_vrb	Bennett says he has plans to rerelease it in the summer of 2014.	29	38	9609
