homograph	wordid	sentence	start	end	orig_idx
approximate	approximate_adj-nou	The village is between Thrissur and Triprayar and having an approximate distance of 14 km and 9 km respectively.	60	71	938
approximate	approximate_adj-nou	Approximate population in the 2001 census was 230,000.	0	11	922
approximate	approximate_adj-nou	Approximate formulae for the parameters and their variances were also derived.	0	11	930
approximate	approximate_adj-nou	The limit of the areas of the approximate parallelograms is exactly πr², which is the area of the circle.	30	41	907
approximate	approximate_adj-nou	Approximate dates of production for Galanite Toys were the late 1960s through the 1970s.	0	11	901
approximate	approximate_adj-nou	MBP has an approximate molecular mass of 42.5 kilodaltons.	11	22	921
approximate	approximate_adj-nou	The approximate duration of the work is 32 minutes.	4	15	912
approximate	approximate_adj-nou	Replacing the water pump is an approximate $1800.00 USD repair.	31	42	951
approximate	approximate_adj-nou	Repeat until an approximate minimum is obtained:Randomly shuffle examples in the training set.	16	27	11542
approximate	approximate_adj-nou	This is an approximate summary of the content of the Freiheitsschrift using page numbering as appears in Schelling's Works.	11	22	949
approximate	approximate_adj-nou	Thyroid cancer is one of the most survivable cancers, with an approximate 94% survival rate after first diagnosis.	62	73	931
approximate	approximate_adj-nou	In general, the approximate ratio of fresh leaves to produced tea is 50,000 buds: 500 grams.	16	27	927
approximate	approximate_adj-nou	The North Carolina government has installed a sign marking the approximate location of the battle.	63	74	915
approximate	approximate_adj-nou	Approximate running time: 36 minutes in 4 parts.	0	11	970
approximate	approximate_adj-nou	The approximate number of Caspian red deer in eastern Georgia dropped from 2,500 in 1985 to 880 in 1994.	4	15	925
approximate	approximate_adj-nou	The approximate external diameter of this possible broch is 15.5 metres, with an internal diameter of 6.5 metres.	4	15	929
approximate	approximate_adj-nou	The Matigsalug of Bukidnon have an approximate population of 146,500.	35	46	948
approximate	approximate_adj-nou	Its area is 16 km², its approximate length is 10 km, and its approximate width is 3 km.	24	35	913
approximate	approximate_adj-nou	For the CE topology, an approximate h-parameter model is commonly used which further simplifies the circuit analysis.	24	35	920
approximate	approximate_adj-nou	They did this for a simple but approximate model of water called TIP5P/2005.	31	42	11543
approximate	approximate_adj-nou	This corresponds to 180 kpc (600,000 ly) at an approximate distance of 55 kpc (180,000 ly).	47	58	11546
approximate	approximate_adj-nou	The pitch number below is approximate since there are alternative belay stations and the possibility of linking some pitches.	26	37	957
approximate	approximate_adj-nou	Musrigharari is located at an approximate distance of 8 km from Samastipur on NH28 and NH103.	30	41	926
approximate	approximate_adj-nou	Another more easily located reference to the western boundary is the approximate line of Minnesota State Highway 56.	69	80	934
approximate	approximate_adj-nou	Spain has an SPR with an approximate size of 120,000,000 barrels (19,000,000 m³).	25	36	950
approximate	approximate_adj-nou	Despite making approximate estimates, a limitation of smFRET is the difficulty of obtaining the correct distance involved in energy transfer.	15	26	945
approximate	approximate_adj-nou	According to the vocal score, the approximate duration of the work is 66 minutes.	34	45	961
approximate	approximate_adj-nou	"All practical schedulers approximate GPS and use it as a reference to measure fairness."""	25	36	11538
approximate	approximate_adj-nou	The book contains descriptions of surgery, illnesses, medicinal plants, and a detailed study on anatomy (approximate date).	105	116	936
approximate	approximate_adj-nou	Approximate post time was 5:50 p.m. Eastern Time.	0	11	959
approximate	approximate_adj-nou	The approximate 800 mm width of the stone wall is neither straight nor parallel with the title boundary.	4	15	981
approximate	approximate_adj-nou	The true position of these stars is only approximate to their theoretical equidistant rhumbs on the sidereal compass.	41	52	11541
approximate	approximate_adj-nou	Longstone is located inland, at the approximate geographic centre of the island.	36	47	940
approximate	approximate_adj-nou	The earliest atlas (Ptolemy's Geography) is made (approximate date).	50	61	971
approximate	approximate_adj-nou	The Reading Railroad Bridge (1853-56, still in use) crosses the Schuylkill at the approximate location of the Chain Bridge.	82	93	958
approximate	approximate_adj-nou	The method yields approximate values of the unknowns at discrete number of points over the domain.	18	29	898
approximate	approximate_adj-nou	Simulation models are approximate imitations of real-world systems and they never exactly imitate the real-world system.	22	33	964
approximate	approximate_adj-nou	Weicht continued to lead his squad forward until he spotted a road block approximate 125 yards away.	73	84	923
approximate	approximate_vrb	Base metal was originally popular because it could approximate platinum's color, sterling silver fulfilled the same function.	51	62	897
approximate	approximate_vrb	There, Einstein used rectangular coordinates to approximate the gravitational field around a spherically symmetric, non-rotating, non-charged mass.	48	59	900
approximate	approximate_vrb	The violin is also considered a very expressive instrument, which is often felt to approximate the human voice.	83	94	918
approximate	approximate_vrb	This makes the bent functions naturally hard to approximate.	48	59	973
approximate	approximate_vrb	Many have tried to approximate his diction, but he stands alone.	19	30	928
approximate	approximate_vrb	Higher degree polynomials can also be used to approximate the function and its root, while bracketing the root.	46	57	904
approximate	approximate_vrb	The idea is that majorities voting in elections approximate the result of a coup.	48	59	919
approximate	approximate_vrb	The free margins of valve cusps no longer approximate leading to aortic valve insufficiency.	42	53	962
approximate	approximate_vrb	Photographs of Earth from far enough away, such as the Moon, approximate this perspective.	61	72	952
