homograph	wordid	sentence	start	end	orig_idx
increase	increase_vrb	As power ratings increase, transformers are often cooled by forced-air cooling, forced-oil cooling, water-cooling, or combinations of these.	17	25	5936
increase	increase_vrb	As urban universities increase in size and complexity, they hire a large staff of city residents.	22	30	5887
increase	increase_vrb	Since consumption of other goods increase, the embodied fuel used in the production of those goods would increase as well.	105	113	5890
increase	increase_vrb	Night markets can increase profitability and often bring secondary type of consumers that are different from the daytime consumers.	18	26	12094
increase	increase_vrb	After viewing the museum, the children's hatred of the Japanese people was reported to increase significantly.	87	95	5907
increase	increase_vrb	At photon energies greater than 700 keV, the index of refraction starts to increase again.	75	83	5964
increase	increase_vrb	Steering is via a 2:1 ratio system of pulleys that reduce the force required and increase control authority.	81	89	5920
increase	increase_vrb	Sometime they will call even fake companies just to increase the number of oncampus companies.	52	60	5952
increase	increase_vrb	Any battery and additional electronics may increase the size and weight of the headphones compared to regular headphones.	43	51	5919
increase	increase_vrb	Overidentification of students, in order to increase state funding, has been an issue in the Commonwealth.	44	52	5916
increase	increase_vrb	This effect will increase over the years and centuries to come.	17	25	5927
increase	increase_vrb	"The goal was to increase truck sales ""from today's 280,000 to 415,000 by 2014""."	16	24	5928
increase	increase_vrb	Their obvious incompetence in more mundane areas of life only seems to increase their glamour.	71	79	5898
increase	increase_vrb	As with the inertial approach, fusion is initiated by rapidly squeezing the target to greatly increase fuel density and temperature.	94	102	5901
increase	increase_vrb	He designed it to increase job enrichment for employees.	18	26	5935
increase	increase_vrb	Depending on the type of sensor, the resistance will either increase or decrease.	60	68	5903
increase	increase_vrb	Some have criticized Plan Patria Segura calling it a failure after crime continued to increase following its implementation.	86	94	5939
increase	increase_vrb	Ridership continued to increase, with 1.2 million in 191, and up to 2.16 million in 1945.	23	31	5942
increase	increase_vrb	Levels above or below this natural homeostasis of vitamin D increase mortality.	60	68	5902
increase	increase_vrb	Increase employment share of Muslims, particularly where there is great deal of public dealing.	0	8	5910
increase	increase_vrb	In response the company says it has strategies in place to produce success and increase its subscription base significantly.	79	87	5934
increase	increase_vrb	Likewise, to concentrate on not smoking is to increase your preoccupation with smoking.	46	54	5921
increase	increase_vrb	Poor roads increase the cost of doing business, reduce payments to farmers and increase prices to consumers.	79	87	5897
increase	increase_vrb	SeedsSeed multiplication may be used for the development of new cultivars or to increase the yield of native species.	80	88	5932
increase	increase_vrb	The use of antibiotics to increase the growth of pigs is most studied of all livestock.	26	34	5926
increase	increase_vrb	As a result, he was able to increase membership from 537, to 4,500, by 1906.	28	36	12096
increase	increase_vrb	In captivity, this may increase to 17, with an unconfirmed record of 19.	23	31	5895
increase	increase_vrb	Gold nanoparticle bioconjugates are tracers used to increase the sensitivity of the assay.	52	60	5943
increase	increase_vrb	This was predicted and then confirmed to increase the enantioselectivity and activity of metal complexes of SEGPHOS.	41	49	5878
increase	increase_vrb	Until 1935 the Familienblatt could increase its circulation to 36,500.	35	43	5906
increase	increase_vrb	Land use change like deforestation can increase greenhouse gases through burning biomass.	39	47	5947
increase	increase_vrb	Cinobufagin has been shown to increase pain threshold levels in mice to thermal and mechanical stimuli.	30	38	12099
increase	increase_vrb	Dallas would increase their lead in the second quarter with a 2-yard touchdown run from running back Marion Barber.	13	21	5949
