homograph	wordid	sentence	start	end	orig_idx
animate	animate_adj-nou	Algonquian nouns have an animate/inanimate contrast: some nouns are classed as animate, while all other nouns are inanimate.	25	32	11531
animate	animate_adj-nou	In morphology, the differentiation of animate and inanimate masculines was completed (vidim psa rather than the earlier vidim pes).	38	45	870
animate	animate_adj-nou	Intransitive active verbs are those which involve only human or animate agents.	64	71	846
animate	animate_adj-nou	First principles organize attention to and learning about relevant data: Number and animate-inanimate distinction as examples.	84	91	881
animate	animate_adj-nou	The demonstratives are used of non-human animate entities and inanimate objects.	41	48	851
animate	animate_adj-nou	Also masculine animate nouns have accusative singular equal to the genitive singular (in -a).	15	22	841
animate	animate_adj-nou	Leavitt's grammar gives the following hierarchy:The hierarchy comes into play in sentences with transitive-animate (TA) verbs.	107	114	868
animate	animate_adj-nou	Various affixes are used to denote inalienability and different affixes are used to differentiate animate/inanimate and singular/plural.	98	105	877
animate	animate_vrb	He uses it to animate the wooden Sawhorse for Jack to ride.	14	21	880
animate	animate_vrb	According to Rare, only 30% of the original engine remained, providing a basic framework to construct levels and animate characters.	113	120	864
animate	animate_vrb	In 1921, Walt Disney was contracted by Milton Feld to animate twelve cartoons, which he called Newman's Laugh-O-grams.	54	61	861
animate	animate_vrb	Kinect can be used to animate models and record audio.	22	29	857
animate	animate_vrb	Weight path-controlled animation between multiple curves, and animate the weight.	62	69	858
animate	animate_vrb	Shortly after that, Toba formally made the proposal to P.A.Works to animate the project.	68	75	854
animate	animate_vrb	It featured an icon view of users in a channel, which would animate when the user posted to the channel.	60	67	818
animate	animate_vrb	Bakshi and his wife had separated by then, giving him the time to animate each short alone.	66	73	894
animate	animate_vrb	Studio Pierrot was eventually called in to fill the void and animate Book 2.	61	68	837
animate	animate_vrb	Motion capturing was used to animate the film.	29	36	872
animate	animate_vrb	Software used to animate SonicVision included Maya, SoftImage, FilmBox, Adobe After Effects, and Shake.	17	24	840
animate	animate_vrb	It is a facial animation tool that uses voice and text to vividly animate facial images.	66	73	883
animate	animate_vrb	Local merchants often import events and activity to animate the area.	52	59	847
animate	animate_vrb	However, this was not the first attempt to animate it.	43	50	887
animate	animate_vrb	Danforth continued at Project Unlimited to animate the dragon in The Wonderful World of the Brothers Grimm (1962).	43	50	893
animate	animate_vrb	The film was created traditionally, with computer-generated imagery used to animate the title character and other effects.	76	83	11536
animate	animate_vrb	After viewing Duncan's online portfolio, LaPlegua quickly asked Duncan to animate the video.	74	81	11532
animate	animate_vrb	Awesome Animator features morphing (also called shape tweening) which allows the user to animate smooth transformations between two shapes.	89	96	891
animate	animate_vrb	These are co-eternal with God, and animate the spirits.	35	42	824
animate	animate_vrb	The complex was oriented inwards, with very few street-facing retail stores, windows or even mall entrances to animate the exterior.	111	118	836
animate	animate_vrb	In the daytime, they can animate a vampires corpse, whilst it is soulless.	25	32	842
animate	animate_vrb	Many floats, along with their drive train, include computer-controlled robotic mechanisms to animate the floats.	93	100	888
animate	animate_vrb	"It doesn't exist unless I animate it."""	26	33	11535
animate	animate_vrb	They also helped animate G.A.M.M.A. Force which consisted of 13 half-hour cartoons.	17	24	832
animate	animate_vrb	The fame of the dance rests on Astaire's ability to animate the inanimate.	52	59	810
animate	animate_vrb	He is shortly thereafter put down by her before he has the chance to re-animate.	72	79	869
animate	animate_vrb	"In Michael Grandage's production, Kidman manages to animate the cold fish Franklin; her features are fluidly though not hugely mobile."""	52	59	863
animate	animate_vrb	Director Neil Affleck had to animate each segment so that it fit the style of the show it parodied.	29	36	866
animate	animate_vrb	Pollock had an unfettered desire to animate every aspect of his paintings.	36	43	865
animate	animate_vrb	The simulations employ 3D-graphics and physics-based models to animate the virtual humans.	63	70	833
animate	animate_vrb	They even worked alongside Tsuburaya Productions to animate the anime The Ultraman (1979).	52	59	853
animate	animate_vrb	Trees and grass animate in the real-time preview.	16	23	830
animate	animate_vrb	Kneitel returned just when Fleischer obtained the right to animate Superman.	59	66	811
animate	animate_vrb	His first freelance job was to animate deaths for Gorilla 2: The Return, the sequel to Gorillas.	31	38	11528
animate	animate_vrb	"But we will animate them,"" he was quoted as saying on ThaiCinema.org."	12	19	813
animate	animate_vrb	"They no longer have to animate ""blind""."	23	30	11534
animate	animate_vrb	"Gould/SEL computers were used to animate the opening sequence for Steven Spielberg's television series ""Amazing Stories""."	33	40	11530
animate	animate_vrb	But things like California's smoking ban and Rob Reiner animate both of us.	56	63	850
animate	animate_vrb	Artschwager's efforts to animate the space became increasingly sophisticated.	25	32	820
animate	animate_vrb	The Motion Capture, aka MoCap, allows users to motion track and animate their 3D characters easily.	64	71	11529
animate	animate_vrb	We have not forgotten that you are anxious to animate here at the studio, but.	46	53	814
animate	animate_vrb	Starting in 2006, Kyoto Animation, the animators of another Key game-turned-anime, Air, decided to animate a new adaptation of Kanon.	99	106	845
animate	animate_vrb	These works show an emphasis on theological concerns, and were popular with priests, who used them to animate their sermons.	102	109	817
animate	animate_vrb	The artists also discovered that it would be challenging to animate deer realistically.	60	67	859
animate	animate_vrb	It was developed by artist Patrick Smith, who taught himself to animate and program the game in Adobe Flash.	64	71	855
animate	animate_vrb	Moander the Darkbringer, god of decay, provided the life-force to animate Alias.	66	73	873
