homograph	wordid	sentence	start	end	orig_idx
decrease	decrease_vrb	However, smaller pores increase equivalent series resistance (ESR) and decrease specific power.	71	79	3404
decrease	decrease_vrb	For 2012, the amount of the credit will decrease to $12,650, and in 2013 to $5,000.	40	48	3427
decrease	decrease_vrb	The secretion of insulin and the body's response to insulin decrease by 30%.	60	68	11817
decrease	decrease_vrb	Instead, he sent Li Wu away to try to decrease the friction.	38	46	3405
decrease	decrease_vrb	Given their superior speed and level of comfort, it was inevitable that demand for the Newcastle Flyer would decrease.	109	117	3401
decrease	decrease_vrb	Women's earnings in family income decrease as men's incomes increase.	34	42	11824
decrease	decrease_vrb	Stimulant therapy should be stopped periodically to assess continuing need for medication, decrease possible growth delay, and reduce tolerance.	91	99	3421
decrease	decrease_vrb	Reducing salt, sugar and fat, for the purpose of public health, had the potential to decrease palatability and profitability.	85	93	11826
decrease	decrease_vrb	It should be noted that high concentrations of phosphate severely decrease stability of horseradish peroxidase.	66	74	3450
decrease	decrease_vrb	The idea is that can be chosen to decrease the variance of the measurement QN.	34	42	3473
decrease	decrease_vrb	It would tend to decrease the political power and revenue flowing to government bureaucrats.	17	25	3402
decrease	decrease_vrb	In general, air pressure and density decrease with altitude in the atmosphere.	37	45	3426
decrease	decrease_vrb	Spaying and castrating can decrease the risk of hormone-driven diseases such as mammary cancer, as well as undesired hormone-driven behaviors.	27	35	3446
decrease	decrease_vrb	With its high overhead expenses, MGM's profit margins continued to decrease.	67	75	3472
decrease	decrease_vrb	Naltrexone is used to decrease cravings for alcohol and encourage abstinence.	22	30	3443
decrease	decrease_vrb	Taking prenatal vitamins before pregnancy may decrease the risk.	46	54	3486
decrease	decrease_vrb	High intakes of zinc can significantly decrease copper absorption.	39	47	3474
decrease	decrease_vrb	There are methods, techniques and devices that decrease the occurrence of this type of adverse side effect.	47	55	3429
decrease	decrease_vrb	Passengers do not make allowances for pitstops, and their tip will continue to decrease as the player tanks up.	79	87	3415
decrease	decrease_vrb	For this reason a variety of systems were used to decrease the sensitivity of the radiogoniometer to mis-tuning.	50	58	3400
decrease	decrease_vrb	When left-sided heart failure is the cause, the individual is instructed to decrease intake of salt.	76	84	3428
decrease	decrease_vrb	Addition of plasticizers reduces cost, improves pressure-sensitive tack, decrease melt viscosity, decrease hardness, and improve low-temperature flexibility.	73	81	3407
decrease	decrease_vrb	Atayurt residents are afraid that this project may cause a partial drought around Atayurt and decrease agricultural production.	94	102	3456
decrease	decrease_vrb	Mycotoxins in animal fodder, particularly silage, can decrease the performance of farm animals and potentially kill them.	54	62	3414
decrease	decrease_vrb	All of these protective measures add to the weight an infantryman must carry, and may decrease combat efficiency.	86	94	3430
decrease	decrease_vrb	However; if they are ignored, they will decrease in skill level.	40	48	3432
decrease	decrease_vrb	It is classified as Vulnerable by the IUCN and its numbers will probably decrease by about one-third until 2020.	73	81	3447
decrease	decrease_vrb	This is an advantage over PME formulas that use an IRR calculations, whose final value will decrease over time.	92	100	3483
decrease	decrease_vrb	But in determining whether to increase or decrease prices, a firm needs to know what the net effect will be.	42	50	3440
decrease	decrease_vrb	After about 20 years vines start to produce smaller crops, and average yields decrease, leading to more concentrated, intense wines.	78	86	3469
decrease	decrease_vrb	However, in 2000, his popularity started to decrease and his last film was 香港處男.	44	52	3476
decrease	decrease_vrb	These phosphatases decrease the activation of molecules involved in cell signaling.	19	27	3406
