homograph	wordid	sentence
abuse	abuse_nou	Because of their potential for abuse, sweepstakes are heavily regulated in many countries.
abuse	abuse_nou	He chaired the 1992 Orkney child abuse inquiry.
abuse	abuse_nou	There are allegations of torture and abuse of prisoners.
abuse	abuse_nou	After a long struggle with drug abuse, Breau was finally sober.
abuse	abuse_nou	Similarly the novel deals with the misuse and abuse of land in the south.
abuse	abuse_nou	In adoptive homes, child neglect and abuse and even divorce between the parents is uncommon.
abuse	abuse_nou	One student pleaded guilty to second degree sexual abuse.
abuse	abuse_nou	In running the site, police rescued 85 children from ongoing abuse and arrested hundreds.
abuse	abuse_nou	Three days later, police announced that a further seven people had come forward with allegations of abuse by Ball.
abuse	abuse_nou	Defiance of, or appeals to, the Nationalities Law met with derision or abuse.
abuse	abuse_nou	However, history has still shown the abuse of the vulnerable members of society through medical and psychiatric institutions.
abuse	abuse_nou	Advocacy services that encourage victims to establish abuse-free lives.
abuse	abuse_nou	Outraged workers surveyed CPS men in other hospitals and learned of the degree of abuse throughout the psychiatric care system.
abuse	abuse_nou	"He promised that if elected he would create an office of internal affairs to investigate ""fraud, waste and abuse""."
abuse	abuse_nou	Princess is a child abuse survivor studies, who was abused several times by her close associates.
abuse	abuse_nou	There has been speculation over whether the new SNDRIs will have an abuse potential like cocaine does.
abuse	abuse_nou	He also recommended that a program of compensation be established for the victims of sexual abuse at Kingsclear (see below).
abuse	abuse_nou	They urged civilian review boards to hear complaints of police abuse, a demand that was ultimately met.
abuse	abuse_nou	The first video shows ten prison guards conducting physical and verbal abuse on prisoners.
abuse	abuse_nou	The Report of the National Commission on Marihuana and Drug Abuse.
abuse	abuse_nou	Developing and implementing AOD abuse prevention strategies.
abuse	abuse_nou	Etiological correlates of vaginismus: Sexual and physical abuse, sexual knowledge, sexual self-schema, and relationship adjustment.
abuse	abuse_nou	"However, ""in many cases of animal advocacy groups versus organisations accused of animal abuse, both sides have cultural claims."""
abuse	abuse_nou	Some such suits accuse the Vatican of complicity in sexual abuse by priests and money laundering.
abuse	abuse_nou	One commentator suggested it was part of a pattern of sexual abuse of prisoners.
abuse	abuse_nou	"Milwaukee Journal Sentinel, ""Man recounts abuse by priests, says pope should be held accountable,"" 25 March 2010."
abuse	abuse_nou	Ecological Risk Assessment: Use, Abuse, and Alternatives.
abuse	abuse_nou	Child abuse was a problem, and the government continued its efforts to monitor abuse and prosecute offenders.
abuse	abuse_nou	Disqualifying events include convictions for domestic violence and child abuse.
abuse	abuse_nou	Environmental factors in the individual's adolescence include: child abuse, exposure to drugs, lack of supervision, media influence, and peer pressure.
abuse	abuse_nou	Compton, much like the rest of the nation, it troubled with drug abuse problems and street gang violence.
abuse	abuse_nou	His abuse is interrupted by the arrival of Ramvati's son, Jeeva, who intervenes.
abuse	abuse_nou	Some conditions they face include no time off; sexual, physical, and emotional abuse; withholding of wages; and restrictions of movement.
abuse	abuse_nou	She also has a certificate as a sexual abuse counsellor.
abuse	abuse_nou	Tanenbaum notes that MacKinnon misrepresents the prevalence of violence and abuse.
abuse	abuse_nou	This study did not treat substance abuse as a mental health disorder.
abuse	abuse_nou	He has worked to fund public education and to protect youth from abuse.
abuse	abuse_nou	The Speed Culture: Amphetamine Use and Abuse in America.
abuse	abuse_nou	Jersey Police have so far recorded claims of abuse from 100 people.
abuse	abuse_nou	Bishop Louis Edward Gelineau was criticized for his management of sexual abuse allegations in the Providence Diocese.
abuse	abuse_nou	Sexual abuse can happen because the female wants comfort, she has affiliation needs, she wants power, or sexual gratification.
abuse	abuse_nou	They do not include other factors of disadvantage such as unemployment, race, sexual orientation or abuse.
abuse	abuse_nou	Stedman SJ, Tanner F. Refugee Manipulation: War, Politics, and the Abuse of Human Suffering.
abuse	abuse_nou	Barros has been accused of complicity in an abuse case there.
abuse	abuse_nou	This led to abuse of drugs such as cocaine, which quickly escalated into addiction.
abuse	abuse_nou	However, the stress encountered while recording Fun Terminal, drug abuse, alcoholism, and family commitments changed the scope of the band.
abuse	abuse_vrb	In 2016, John found Skye in his house, learning that Carol continues to abuse Skye and allows her to stay.
abuse	abuse_vrb	Ellen occasionally guesses correctly, causing Kate to become angry and verbally or physically abuse her.
abuse	abuse_vrb	Litigants, attorneys, law enforcement and judiciary can abuse the system, sometimes accidentally but more often intentionally.
abuse	abuse_vrb	Richard suffers from poor health and is a recovering alcoholic, but Elizabeth continues to drink excessively and abuse prescription medication.
abuse	abuse_vrb	But day after day, Ilavarasi's father continues to verbally abuse them and looks at them as thieves.
abuse	abuse_vrb	"In ""Tante Sun"" satirize state official wives who abuse the authority of their husbands."
abuse	abuse_vrb	Vaishnavi cited that Nitin used to physically abuse her, which forced her to opt for divorce.
abuse	abuse_vrb	Marty can already tell how much Judd is going to abuse Shiloh.
abuses	abuses_nou	Strong Paraguayan-U.S. relations continued until the Carter Administration emphasized a foreign policy that recognized human rights abuses.
abuses	abuses_nou	Reported abuses of human rights in Tibet include restricted freedom of religion, belief, and association.
abuses	abuses_nou	Gee brought correction to the abuses of Spiritual Gifts and systematically taught the people the Word.
abuses	abuses_nou	He has campaigned against abuses of the postal vote system and helped to bring about some reforms to it.
abuses	abuses_nou	This early failure to correct abuses in his diocese did not discourage von Utenheim from reformist enterprises however.
abuses	abuses_nou	The tax farmers, and their interpreters and foremen, were known to be corrupt and commit abuses, especially against Aborigines.
abuses	abuses_nou	In 1873, Khaznadar again undertook reforms and attacked the widespread financial abuses within the bureaucracy.
abuses	abuses_nou	The opportunity to denounce the abuses of the Protectorate authorities was given to me.
abuses	abuses_nou	Once in office, Garrison cracked down on prostitution and the abuses of Bourbon Street bars and strip joints.
abuses	abuses_nou	Boche was later placed in a foster family in 1999, after suffering repeated physical and emotional abuses over 5 years.
abuses	abuses_nou	When the report was publicised, there was public outrage in Britain over the abuses.
abuses	abuses_nou	The Wolf Brigade become closely and publicly associated with detainee and other human rights abuses.
abuses	abuses_nou	But there was nothing prudish about their concerted opposition to civil rights abuses.
abuses	abuses_nou	All the slain journalists were investigating controversial issues within Honduran society, including corruption, drug trafficking and human rights abuses.
abuses	abuses_nou	The people needed more time for productive pursuits while correcting social abuses of the past.
abuses	abuses_nou	If you cannot permit abuses, you must at least tolerate them.
abuses	abuses_nou	An Online Complaint Center for consumers to report privacy abuses and request information on ways to protect their privacy.
abuses	abuses_nou	In June 2015, Grassley introduced legislation to help protect taxpayers from alleged abuses by the Internal Revenue Service.
abuses	abuses_nou	The abuses occur not only on the street but also in schools.
abuses	abuses_nou	Abuses of electronic surveillance by the federal government such as Project SHAMROCK led to reform legislation in the 1970s.
abuses	abuses_nou	Wolves Within the Fold: Religious Leadership and Abuses of Power.
abuses	abuses_nou	This is a term coined in missiological circles describing some of the abuses and failures in the mission field.
abuses	abuses_nou	The US government received no reports of societal abuses or discrimination based on religious belief or practice.
abuses	abuses_nou	Some groups are especially vulnerable to human rights abuses collateral to drug law enforcement.
abuses	abuses_nou	In 1274, Kublai appointed Lian Xixian to investigate abuses of power by Mongol appanage holders in Manchuria.
abuses	abuses_nou	In the past, priests who committed abuses were removed by bishops, but bishops were rarely held accountable.
abuses	abuses_nou	During the year the government conducted some trials for abuses committed in the context of internal conflicts in the east.
abuses	abuses_nou	The commission documents abuses by the Forces Armée Rwandaise (FAR), which included both the national police and the military.
abuses	abuses_nou	In contrast, the humanitarian movement thought reform essential to remove abuses.
abuses	abuses_nou	Declamation on abuses introduced into the Castilian, presented and awarded at the Spanish Academy, 1791.
abuses	abuses_nou	Establishment of measures to end abuses in the church.
abuses	abuses_nou	He was elected to the colony's assembly and spoke out against governmental abuses.
abuses	abuses_nou	Nonetheless, when government abuses against the leaders of the WFM seemed too egregious, Gompers relented and offered assistance.
abuses	abuses_nou	It also reported on other human rights abuses in the country.
abuses	abuses_nou	The speech penned by Sallust for Memmius describes various abuses, and is used to argue that all monarchs are corrupt.
abuses	abuses_nou	NAWHERC has been active in reporting abuses in reproductive care and medication in the Native American community.
abuses	abuses_nou	They travel to Uruk to confront Gilgamesh and stop his abuses.
abuses	abuses_nou	Student Loan Law: Collections, Intercepts, Deferments, Discharges, Repayment Plans, and Trade School Abuses.
abuses	abuses_nou	Canada became an outspoken critic of the Taliban's human rights abuses against the citizens of Afghanistan.
abuses	abuses_nou	Since the 1970s, the European Court of Human Rights has condemned Turkey for the thousands of human rights abuses.
abuses	abuses_nou	Broken Shield, a series of investigations into police failures and abuses.
abuses	abuses_nou	There are also abuses of media rights and access.
abuses	abuses_nou	Chinese Human Rights Defenders, Re-education through Labor Abuses Continue Unabated: Overhaul Long Overdue, 4 February 2009.
abuses	abuses_nou	During the 1992 War of Transnistria the village was the scene of alleged human rights abuses by Moldovans.
abuses	abuses_nou	For example, a World Rainforest Movement report documents land disputes and human rights abuses at Mount Elgon.
abuses	abuses_nou	There were reports of societal abuses and discrimination based on religious affiliation, belief, or practice.
abuses	abuses_nou	It was dismantled in 1958 after the Party Congress that discussed his abuses.
abuses	abuses_nou	Highly influenced by the Jindyworobak Movement, it also describes the inter-racial relationships and abuses of the period.
abuses	abuses_nou	The specific purposes of the shortwave radio program are:- Helping victims of oppressions, labor abuses, corruptions, etc.
abuses	abuses_nou	There were few reports of societal abuses or discrimination based on religious belief or practice.
abuses	abuses_nou	There were reports of societal abuses based on religious affiliation, belief, or practice.
abuses	abuses_nou	According to the U.S. State Department, major human rights abuses occur in the country.
abuses	abuses_nou	It is tasked with investigating allegations of human rights abuses and journalist intimidation.
abuses	abuses_nou	He has focused on how multinational corporations operate in foreign countries, documenting human rights and environmental abuses.
abuses	abuses_nou	Frank and outspoken, he took every opportunity to denounce the abuses and arrogance of the Spaniards.
abuses	abuses_nou	"The 1979 Beach Inquiry found that the Armed Robbery Squad had committed ""abuses."
abuses	abuses_nou	The organization advocates for a federal inquiry/committee to investigate illegal, unethical and human rights abuses in adoption practice in Canada.
abuses	abuses_nou	Among other abuses, this most obviously involves abuse of article 17 of the Universal Declaration of Human Rights.
abuses	abuses_nou	Owing to abuses a Public Inquiry was held in 1938 and the Urban Council dissolved.
abuses	abuses_nou	"Its stated mission is to ""eradicate abuses committed under the guise of mental health and enact patient and consumer protections."""
abuses	abuses_nou	Meanwhile, the minimum wage remains well below that on the U.S. mainland, and abuses of vulnerable workers are commonplace.
abuses	abuses_nou	"It also said that many abuses were deliberately misreported as ""accidents""."
abuses	abuses_nou	There were limited reports of societal abuses or discrimination based on religious belief or practice.
abuses	abuses_nou	Upon release, he eventually headed a New Zealand commission of investigation into abuses at Sime Road Internment Camp.
abuses	abuses_nou	Police routinely investigated such allegations, which rarely resulted in punishment (see section 5 Other Societal Abuses and Discrimination).
abuses	abuses_nou	After 1993, he became concerned about plaintiff attorney abuses of the Unfair Competition Law he had been instrumental in drafting.
abuses	abuses_vrb	Lyrically the track is written about a failing relationship caused by a lover who abuses alcohol.
abuses	abuses_vrb	Mrs. Reed: Jane's aunt by marriage, who adopts Jane on her husband's wishes, but abuses and neglects her.
abuses	abuses_vrb	His father abuses him, causing him to act the way he does at school.
abuses	abuses_vrb	Eddie abuses alcohol and cocaine, causing him to miss rehearsals and performances as well as losing his girlfriend.
abuses	abuses_vrb	He is married and abuses his wife regularly, leading to her losing touch with reality.
abuses	abuses_vrb	He blames Shera for the incident as he does not believe her concerns were justified, and verbally abuses her.
abuses	abuses_vrb	He is known to be a womanizer, and abuses the hospitality of Pedro Crespo by creating commotion during his stay.
abuses	abuses_vrb	Throughout the novel, Rowdy's father abuses him, which leads to his bully-like behavior.
abuses	abuses_vrb	Tension arises in their marriage as Jake continually upbraids and abuses Gitl, despite her efforts to assimilate.
abuses	abuses_vrb	Mujahid has Zoofi forcibly marry Shakeel, who taunts and abuses her.
abuses	abuses_vrb	While the Chipmunks like Samantha, her son Miles is a bully who physically abuses the trio.
abuses	abuses_vrb	He cruelly abuses her, as Cathy's marriage to Edgar continues to torment him.
abuses	abuses_vrb	She abuses Frado both physically and mentally.
abuses	abuses_vrb	Instead, he finds that the Ultor Corporation abuses the workers and forces them to endure hazardous living conditions.
advocate	advocate_nou	The Erin Advocate also publishes the monthly Country Routes paper distributed to surrounding areas.
advocate	advocate_nou	Diggins has become an advocate against childhood obesity, a guest interviewer for ESPN, and a model for Nike.
advocate	advocate_nou	Greek pianist Danae Kara is a superb advocate in these first-recorded performances.
advocate	advocate_nou	Prasad was a senior advocate at Patna High Court.
advocate	advocate_nou	He was also an early advocate of the benefits of regularly drinking water throughout the day.
advocate	advocate_nou	Darbishire was a particular advocate of women's right to education.
advocate	advocate_nou	He was a teetotaling vegetarian, an early advocate of nature cures, and a longtime member of the National Anti-Vaccination League.
advocate	advocate_nou	She is a popular speaker as well as an advocate for peace and children of war.
advocate	advocate_nou	She now works as an advocate fostering understanding for survivors of burns or other disfigurements.
advocate	advocate_nou	In the years since his diagnosis was made public, Louganis has been an outspoken HIV awareness advocate.
advocate	advocate_nou	Advocate P.M.A. Salam won the Kozhikode 2 with highest margin of the constituency in HIstory.
advocate	advocate_nou	Transgender advocate Norrie May-Welby was recognized as having unspecified status in 2014.
advocate	advocate_nou	By her Ferguson had a daughter, who in 1730 married M. Gerard Vink, advocate, 's-Hertogenbosch.
advocate	advocate_nou	Mariam Veiszadeh is a lawyer, community advocate and founder of Islamophobia Register Australia.
advocate	advocate_nou	He was Advocate General of Uttar Pradesh, India from 1952 to 1969.
advocate	advocate_nou	In 1879 he was admitted as an advocate/barrister in Ghent.
advocate	advocate_nou	Eric was a keen advocate of human rights and the separation of church and state.
advocate	advocate_nou	Currently she works in the Developer Advocate team at Dropbox.
advocate	advocate_nou	Luckenbach was also a strong advocate of Federal control of shipping rates.
advocate	advocate_nou	He returned to Cape Colony in 1895 and was admitted as an advocate.
advocate	advocate_nou	The Daily Times-Advocate, also called the Escondido Times-Advocate, was a daily newspaper published in Escondido, California.
advocate	advocate_nou	Throughout his legislative career, Steinberg has been a strong advocate for mental health care.
advocate	advocate_nou	The prosecution was not conducted by the judge-advocate.
advocate	advocate_nou	She was an advocate for the potential of libraries to provide lifelong education for a nation.
advocate	advocate_nou	AnnMarie Thomas is a Mechanical Engineer, author, blogger, and advocate for early engineering education.
advocate	advocate_nou	"He appended ""Workingmen's Advocate"" to the title, indicating his sympathy for the Working Men's Party and the interests of laborers."
advocate	advocate_nou	He was an advocate within the School of Music for wind music.
advocate	advocate_nou	Advocate reports on closure of case on Timur Kuashev's death.
advocate	advocate_nou	During World War I, Knox was an advocate of preparedness and United States participation.
advocate	advocate_nou	Cooley even went as far as to portray Ross as a traitor, when Ross had always been a Union advocate.
advocate	advocate_nou	The company is a strong advocate towards low trading leverages.
advocate	advocate_nou	Ryan Kim-Scout Sallans (born Kimberly Ann Sallans; 1979) is an American LGBT rights advocate and out trans man.
advocate	advocate_nou	Rohrbach was an advocate of eradicating native Africans in order to make room for German colonists.
advocate	advocate_nou	The highest level is the Senior Advocate Supreme Court.
advocate	advocate_nou	Antiguans have seen Mr. Clapton transform from addict to advocate of possibly the next Betty Ford of the century.
advocate	advocate_nou	He was also an advocate of vegetarianism and abstinence.
advocate	advocate_nou	Elliott Blackstone, sergeant of the San Francisco Police Department and longtime advocate for LGBT rights, was born here.
advocate	advocate_nou	P-POD is a strong advocate for youth development and is already tapping into the nearly 50% of independent Dominican voters.
advocate	advocate_nou	Human rights advocate Samantha Power was the inaugural appointee in 2006.
advocate	advocate_nou	He was reappointed as the Judge Advocate General in 1952 and 1956.
advocate	advocate_nou	John W. Dickinson, a four-year faculty member and strong advocate for educational reform, was principal from 1856 to 1877.
advocate	advocate_nou	In 1969 the newspaper was renamed The Advocate and distributed nationally.
advocate	advocate_nou	Kuchik Khan's second-in-command, Ehsanollah Khan Dustdar, had become a communist and an ardent advocate of an alliance with the Bolsheviks.
advocate	advocate_nou	Barrister Zahid enrolled as an advocate of the Sindh High Court in 1957, and of the Supreme Court in 1962.
advocate	advocate_nou	After the raid of Hogwarts in Half-Blood Prince, Sprout is a staunch advocate of keeping Hogwarts open.
advocate	advocate_nou	Kilmer is a supporter of Native American affairs and an advocate of environmental protection.
advocate	advocate_nou	He ran on his credentials as a housing advocate in the Mission District.
advocate	advocate_nou	He is a vegetarian and an advocate of animal rights.
advocate	advocate_nou	World's Worst Mom is hosted by columnist and Free Range Kids advocate, Lenore Skenazy.
advocate	advocate_nou	Susan Eisenhower, former president and chairman emeritus of the Eisenhower Institute, was a particular advocate of the concept.
advocate	advocate_nou	Since then, she has become a global advocate in the fight against sexual violence.
advocate	advocate_nou	His libertarian bent prevented him from pursuing a direct suit against Philip Morris, but he did become an anti-smoking advocate.
advocate	advocate_nou	She is an advocate for art and education.
advocate	advocate_nou	Originally built in 1930, Gregory Gymnasium was named after its main advocate and planner, Thomas Watt Gregory.
advocate	advocate_nou	Prior to becoming a teacher, he worked as a constituent advocate for the late U.S. Senator Paul Wellstone.
advocate	advocate_nou	Bird was an advocate for equality, and sought to reform the race-based exclusion laws in Canada.
advocate	advocate_nou	He is an Advocate & Solicitor of the High Court in Malaya and High Court in Sabah and Sarawak.
advocate	advocate_nou	An outspoken advocate of slavery as an institution, Bowles was sympathetic to the South during the American Civil War.
advocate	advocate_nou	Hedgeman was a major advocate for both minorities and the poor in New York City.
advocate	advocate_nou	As a pioneer advocate of democracy in the land of okpe, he also was pivotal to Nigeria.
advocate	advocate_nou	Lyddiard has always been a strong advocate of an internationalisation of the UK theatre scene.
advocate	advocate_nou	She is a noteworthy member of the disabled community as a fierce advocate for equal rights for individuals with disabilities.
advocate	advocate_nou	She has been a staunch advocate of the anti-discrimination bill.
advocate	advocate_nou	An advocate of practical learning for managers, Brown created the Glacier Institute of Management.
advocate	advocate_nou	He was also an early advocate of organic gardening.
advocate	advocate_nou	An advocate is a person who argues for or supports a cause or policy.
advocate	advocate_vrb	"But with fundamentalism on the rise, progressive interpretations of scripture are dangerous to advocate."""
advocate	advocate_vrb	He tweeted the party would advocate a 'pro Europe', 'pro developing world' and 'against military adventurism' stance.
advocate	advocate_vrb	This economic decline made the city's elite dependent on royal and ecclesiastical appointment and thus, reluctant to advocate independence.
advocate	advocate_vrb	Autua confronts Ewing and convinces him to advocate for Autua to join the crew as a free man.
advocate	advocate_vrb	Certain right-wing localist groups also advocate for a more aggressive and militant approach in defending Hong Kong people's interests.
advocate	advocate_vrb	Beginning in the 1860s sportsmen began to organize and advocate for the preservation of wilderness areas and wildlife.
advocate	advocate_vrb	But the institute does not specifically advocate potential solutions to public problems, Climer added.
advocate	advocate_vrb	There is no way that I would approve or advocate for the monitoring of students at home.
advocate	advocate_vrb	Hamlin was among the first to advocate enlisting African-American troops in the Union Army.
advocate	advocate_vrb	Islamist groups such as the Muslim Brotherhood advocate Islam as a comprehensive political solution, often in spite of being banned.
advocate	advocate_vrb	Heaviside did much to develop and advocate vector methods and the vector calculus.
advocate	advocate_vrb	Ferber does not advocate simply leaving a baby to cry.
advocate	advocate_vrb	Theorists such as Carne Ross advocate deliberative democracy as a complete alternative to representative democracy.
advocate	advocate_vrb	"Democrats call for ""affordable and quality health care,"" and many advocate an expansion of government intervention in this area."
alternate	alternate_adj-nou	In the alternate timeline after the failed assassination, Kennedy is re-elected in 1964 and dies in 1983.
alternate	alternate_adj-nou	During that intervening three month period, women are advised to use an alternate contraceptive method.
alternate	alternate_adj-nou	"Take the ""A"" Train was reissued on CD in 2000, with two alternate takes of ""Go Away Blues""."
alternate	alternate_adj-nou	"Extravagants Dientes is an alternate recording of ""Casate Colmillo"" which first appeared on the 2011 compilation album Telesterion."
alternate	alternate_adj-nou	Chinnamul (alternate spelling Chhinnamul, The Uprooted) was a 1950 Bengali film directed by Nemai Ghosh.
alternate	alternate_adj-nou	Jordan is now an alternate captain for the Carolina Hurricanes.
alternate	alternate_adj-nou	The 2012 Blu-ray release features several additional and alternate scenes that were not included in the theatrical release.
alternate	alternate_adj-nou	Within the Funkstown Historic District, the alternate route turns east onto Baltimore Street, then southeast onto Frederick Street.
alternate	alternate_adj-nou	Clocks were manufactured with this alternate face, usually combined with traditional hour markings.
alternate	alternate_adj-nou	He served as an alternate referee in 1995 at Super Bowl XXIX and in 1999 at Super Bowl XXXIII.
alternate	alternate_adj-nou	An alternate routing turning north on Eliot towards Woodhaven Boulevard never operated.
alternate	alternate_adj-nou	Two years later, she was an alternate for Beatrice Miltenburg's 12th place team.
alternate	alternate_adj-nou	It serves as a business loop and an alternate route for I-70.
alternate	alternate_adj-nou	The result is a gothic novel which effortlessly merges fact and fiction into an almost recognizable alternate history.
alternate	alternate_adj-nou	Also during round robin play Serena Williams withdrew, and Marion Bartoli was brought in as the alternate.
alternate	alternate_adj-nou	Brady portrays both the prime and alternate versions.
alternate	alternate_adj-nou	This half-hour series was broadcast alternate Sundays at 10:30 p.m. (Eastern) from 20 October 1963 to 26 July 1964.
alternate	alternate_adj-nou	This issue was never addressed by the Russians; none of their Ilyushins of all types had installed alternate controls.
alternate	alternate_adj-nou	Season 206/17 Ilya Antonovsky return to the hockey team Saryarka Karaganda Kazakhstan SHL as an alternate captain.
alternate	alternate_adj-nou	This provided an alternate, legal method to acquire vehicles only sold overseas.
alternate	alternate_adj-nou	He can construct and operate devices to view and traverse the timestream and alternate dimensions.
alternate	alternate_adj-nou	"Mary Rosenblum's story ""Sacrifice"", from Sideways in Crime, won the 2008 Sidewise Award for Alternate History (Short Form)."
alternate	alternate_adj-nou	While alternate local roads and other forms of transportation may provide some competition, it is often impractical, especially for goods.
alternate	alternate_adj-nou	Wang is an alternate member of the 18th Central Committee of the Communist Party of China.
alternate	alternate_adj-nou	County Road 189A in southeastern Okaloosa County is a county suffixed alternate of SR 189.
alternate	alternate_adj-nou	In the alternate Movie themed future of the UK comics, Thrust was indicated to have taken command of the Seekers.
alternate	alternate_adj-nou	The singers divide into two groups of three and each group sings alternate stanzas.
alternate	alternate_adj-nou	The Lost Experience was an alternate reality game that was part of the American television drama Lost.
alternate	alternate_adj-nou	These monsters live in the Never-Was, an alternate world where they are imprisoned.
alternate	alternate_adj-nou	"In the alternate reality of the crossover story arc ""House of M"", Nick Fury has vanished some time ago."
alternate	alternate_adj-nou	On October 3, 2008, Heatley was named alternate captain to Daniel Alfredsson, along with defenceman Chris Phillips.
alternate	alternate_adj-nou	Sometimes appended with the speaker's name in alternate case, followed by a colon.
alternate	alternate_adj-nou	Over the next 30 years, Namora appeared in a number of flashbacks and alternate reality stories, including What If?
alternate	alternate_adj-nou	The instruments in their goals are the Alternate Laws or Alternate Forces.
alternate	alternate_adj-nou	Some editions of the album include a second disc featuring the all-instrumental version of Pelagial with an alternate mix.
alternate	alternate_adj-nou	In addition to Lizzie's vlogging, other characters also released videos which provided access to alternate perspectives and story elements.
alternate	alternate_adj-nou	The alternate captains include Kelley Steadman, Bailey Bram and Jess Jones.
alternate	alternate_adj-nou	He was a Botanist who advocated holistic living and alternate scientific approach.
alternate	alternate_adj-nou	Nie was made an alternate member of the 9th Central Committee of the Communist Party of China.
alternate	alternate_adj-nou	It has alternate, entire smooth leaves and reticulate veins.
alternate	alternate_adj-nou	The Supreme Squadron members exist in numerous alternate universes, but their main and original timeline is Earth-712.
alternate	alternate_adj-nou	"The film was released to theaters for a brief theatrical run under the alternate title ""7 Doors of Death."""
alternate	alternate_adj-nou	During the Infinity event, alternate-universe Builders destroyed an Earth for the Illuminati.
alternate	alternate_adj-nou	The second alternate was Sloane Stephens, who failed to reach a final, but went deep in Slams.
alternate	alternate_adj-nou	The undivided highway crosses over CSX's Baltimore Terminal Subdivision before reaching the partial interchange with US 1 Alternate.
alternate	alternate_adj-nou	The novels depict an alternate version of Type-0's story.
alternate	alternate_adj-nou	The pirates have trashed the place so John decides to take an alternate route to the alien temple.
alternate	alternate_adj-nou	In real life, both the turkey and the alternate are spared.
alternate	alternate_adj-nou	Alternate systems that supply navigational data include:Inertial navigation systems.
alternate	alternate_adj-nou	On the alternate Sundays, his father in law served as the parish's lay leader, while Rev.
alternate	alternate_adj-nou	For example, alternate forms exist for several tests of general intelligence, and these tests are generally seen equivalent.
alternate	alternate_adj-nou	Evan is transported to an alternate reality, a vast expanse of empty whiteness, possibly Purgatory.
alternate	alternate_adj-nou	This Committee had 170 members and 109 alternate members.
alternate	alternate_adj-nou	In alternate universe shown in Nagayana series, Natasha has been revealed to be the lawfully wedded wife of Dhruva.
alternate	alternate_adj-nou	In the 10-11 school year, Cedar Falls had 17 students, not counting one alternate, selected for All-State band.
alternate	alternate_adj-nou	The leaves are mostly alternate, rarely opposite, simple and entire.
alternate	alternate_adj-nou	Similarly, critics were ambivalent towards the alternate finale.
alternate	alternate_adj-nou	It also served as an alternate soundtrack to the 1973 film The Holy Mountain by Alejandro Jodorowsky.
alternate	alternate_adj-nou	Wheat is the primary host, and barberry is the alternate host.
alternate	alternate_adj-nou	Many elements of the genre have been transplanted into fantasy worlds, particularly those of fantasy of manners and alternate history.
alternate	alternate_adj-nou	Chartered motor coaches were used in the interim as alternate transportation.
alternate	alternate_adj-nou	The game takes place on an alternate Earth in an era resembling the 1940s.
alternate	alternate_adj-nou	The Patriots also have an alternate cap that has a navy blue crown with a maroon brim and button.
alternate	alternate_adj-nou	Throughout the film, these two realities are intermixed to produce an alternate reality.
alternate	alternate_adj-nou	"The Cheyarafim were victorious in the battle and banished the ""demons"" to an alternate dimension for all eternity."
alternate	alternate_adj-nou	Johann Georg Albrechtsberger wrote an alternate Benedictus.
alternate	alternate_adj-nou	She used the opportunity to propagate her own witch-cult theory, failing to mention the alternate theories proposed by other academics.
